#timestamp,edge_num_of_slots,cloud_num_of_slots,edge_counter_limit
127,24,0,24
128,24,0,24
129,24,0,24
130,24,0,24
131,24,0,24
132,24,0,24
133,24,0,24
134,24,0,24
135,24,0,24
136,24,0,24
137,24,0,24
138,24,0,24
139,24,0,24
140,24,0,24
141,24,0,24
142,24,0,24
143,24,0,24
144,24,0,24
145,24,0,24
146,24,0,24
147,24,0,24
148,24,0,24
149,24,0,24
150,24,0,24
151,24,0,24
152,24,0,24
153,24,0,24
154,24,0,24
155,24,0,24
156,24,0,24
157,24,0,24
158,24,0,24
159,24,0,24
160,24,0,24
161,24,0,24
162,24,0,24
163,24,0,24
164,24,0,24
165,24,0,24
166,24,0,24
167,24,0,24
168,24,0,24
169,24,0,24
170,24,0,24
171,24,0,24
172,24,0,24
173,24,0,24
174,24,0,24
175,24,0,24
176,24,0,24
177,24,0,24
178,24,0,24
179,24,0,24
180,24,0,24
181,24,0,24
182,24,0,24
183,24,0,24
184,24,0,24
185,24,0,24
186,24,0,24
187,24,0,24
188,24,0,24
189,24,0,24
190,24,0,24
191,24,0,24
192,24,0,24
193,24,0,24
194,24,0,24
195,24,0,24
196,24,0,24
197,24,0,24
198,24,0,24
199,24,0,24
200,24,0,24
201,24,0,24
202,24,0,24
203,24,0,24
204,24,0,24
205,24,0,24
206,24,0,24
207,24,0,24
208,24,0,24
209,24,0,24
210,24,0,24
211,24,0,24
212,24,0,24
213,24,0,24
214,24,0,24
215,24,0,24
216,24,0,24
217,24,0,24
218,24,0,24
219,24,0,24
220,24,0,24
221,24,0,24
222,24,0,24
223,24,0,24
224,24,0,24
225,24,0,24
226,24,0,24
227,24,0,24
228,24,0,24
229,24,0,24
230,24,0,24
231,24,0,24
232,24,0,24
233,24,0,24
234,24,0,24
235,24,0,24
236,24,0,24
237,24,0,24
238,24,0,24
239,24,0,24
240,24,0,24
241,24,0,24
242,24,0,24
243,24,0,24
244,24,0,24
245,24,0,24
246,24,0,24
247,24,0,24
248,24,0,24
249,24,0,24
250,24,0,24
251,24,0,24
252,24,0,24
253,24,0,24
254,24,0,24
255,24,0,24
256,24,0,24
257,24,0,24
258,24,0,24
259,24,0,24
260,24,0,24
261,24,0,24
262,24,0,24
263,24,0,24
264,24,0,24
265,24,0,24
266,24,0,24
267,24,0,24
268,24,0,24
269,24,0,24
270,24,0,24
271,24,0,24
272,24,0,24
273,24,0,24
274,24,0,24
275,24,0,24
276,24,0,24
277,24,0,24
278,24,0,24
279,24,0,24
280,24,0,24
281,24,0,24
282,24,0,24
283,24,0,24
284,24,0,24
285,24,0,24
286,24,0,24
287,24,0,24
288,24,0,24
289,24,0,24
290,24,0,24
291,24,0,24
292,24,0,24
293,24,0,24
294,24,0,24
295,24,0,24
296,24,0,24
297,24,0,24
298,24,0,24
299,24,0,24
300,24,0,24
301,24,0,24
302,24,0,24
303,24,0,24
304,24,0,24
305,24,0,24
306,24,0,24
307,24,0,24
308,24,0,24
309,24,0,24
310,24,0,24
311,24,0,24
312,24,0,24
313,24,0,24
314,24,0,24
315,24,0,24
316,24,0,24
317,24,0,24
318,24,0,24
319,24,0,24
320,24,0,24
321,24,0,24
322,24,0,24
323,24,0,24
324,24,0,24
325,24,0,24
326,24,0,24
327,24,0,24
328,24,0,24
329,24,0,24
330,24,0,24
331,24,0,24
332,24,0,24
333,24,0,24
334,24,0,24
335,24,0,24
336,24,0,24
337,23,0,24
338,23,0,24
339,24,0,24
340,24,0,24
341,24,0,24
342,24,0,24
343,24,0,24
344,24,0,24
345,24,0,24
346,24,0,24
347,24,1,24
348,24,1,24
349,24,1,24
350,24,1,24
351,24,1,24
352,24,1,24
353,24,1,24
354,24,1,24
355,24,1,24
356,24,1,24
357,24,1,24
358,24,1,24
359,24,1,24
360,24,1,24
361,24,1,24
362,24,1,24
363,24,1,24
364,24,1,24
365,24,1,24
366,24,1,24
367,24,11,24
368,24,11,24
369,24,11,24
370,24,11,24
371,24,11,24
372,24,11,24
373,24,11,24
374,24,11,24
375,24,11,24
376,24,11,24
377,24,11,24
378,24,11,24
379,24,11,24
380,24,11,24
381,24,11,24
382,24,11,24
383,24,11,24
384,24,11,24
385,24,11,24
386,24,11,24
387,24,11,24
388,24,11,24
389,24,11,24
390,24,11,24
391,24,11,24
392,24,11,24
393,24,11,24
394,24,11,24
395,24,11,24
396,24,11,24
397,24,11,24
398,24,11,24
399,24,11,24
400,24,11,24
401,24,11,24
402,24,11,24
403,24,11,24
404,24,11,24
405,24,11,24
406,24,11,24
407,24,11,24
408,24,11,24
409,24,11,24
410,24,11,24
411,24,11,24
412,24,11,24
413,24,11,24
414,24,11,24
415,24,11,24
416,24,11,24
417,24,11,24
418,24,11,24
419,24,11,24
420,24,11,24
421,24,11,24
422,24,11,24
423,24,10,24
424,24,10,24
425,24,10,24
426,24,10,24
427,24,10,24
428,24,10,24
429,24,10,24
430,24,10,24
431,24,10,24
432,24,10,24
433,24,10,24
434,24,10,24
435,24,10,24
436,24,10,24
437,24,10,24
438,24,10,24
439,24,10,24
440,24,10,24
441,24,10,24
442,24,10,24
443,24,9,24
444,24,9,24
445,24,9,24
446,24,9,24
447,24,9,24
448,24,0,24
449,24,0,24
450,24,0,24
451,24,0,24
452,24,0,24
453,24,0,24
454,24,0,24
455,24,0,24
456,24,0,24
457,24,0,24
458,24,0,24
459,24,0,24
460,24,0,24
461,24,0,24
462,24,0,24
463,24,0,24
464,24,0,24
465,24,0,24
466,24,0,24
467,24,0,24
468,24,0,24
469,24,0,24
470,24,0,24
471,24,0,24
472,24,0,24
473,23,0,24
474,24,0,24
475,24,0,24
476,24,0,24
477,24,0,24
478,24,0,24
479,24,0,24
480,24,0,24
481,24,0,24
482,24,1,24
483,24,1,24
484,24,1,24
485,24,1,24
486,24,1,24
487,24,1,24
488,21,1,24
489,21,1,24
490,21,1,24
491,21,1,24
492,21,1,24
493,21,1,24
494,20,1,24
495,20,1,24
496,20,1,24
497,20,1,24
498,20,1,24
499,20,1,24
500,20,1,24
501,20,1,24
502,20,12,24
503,20,12,24
504,20,12,24
505,20,12,24
506,20,12,24
507,20,12,24
508,20,12,24
509,20,12,24
510,20,12,24
511,20,12,24
512,20,12,24
513,20,12,24
514,20,12,24
515,20,12,24
516,20,12,24
517,20,12,24
518,20,12,24
519,20,12,24
520,20,12,24
521,20,12,24
522,20,13,24
523,20,13,24
524,20,13,24
525,20,13,24
526,20,13,24
527,20,13,24
528,20,13,24
529,20,13,24
530,20,13,24
531,20,13,24
532,20,13,24
533,20,13,24
534,20,13,24
535,20,13,24
536,20,13,24
537,20,13,24
538,20,13,24
539,20,13,24
540,20,13,24
541,20,13,24
542,20,13,24
543,20,13,24
544,20,13,24
545,20,13,24
546,20,13,24
547,20,13,24
548,20,13,24
549,20,13,24
550,20,13,24
551,20,13,24
552,20,13,24
553,20,13,24
554,20,13,24
555,20,13,24
556,20,13,24
557,20,13,24
558,20,13,24
559,20,12,24
560,20,12,24
561,20,12,24
562,20,12,24
563,20,12,24
564,20,12,24
565,20,12,24
566,20,12,24
567,20,12,24
568,20,12,24
569,20,12,24
570,20,12,24
571,20,12,24
572,20,12,24
573,20,12,24
574,20,12,24
575,20,12,24
576,20,12,24
577,20,12,24
578,20,12,24
579,20,12,24
580,20,12,24
581,20,12,24
582,20,12,24
583,20,12,24
584,20,1,24
585,20,1,24
586,20,1,24
587,20,1,24
588,20,1,24
589,20,1,24
590,20,1,24
591,20,1,24
592,20,1,24
593,20,1,24
594,20,1,24
595,20,1,24
596,20,1,24
597,20,1,24
598,20,1,24
599,20,0,24
600,20,0,24
601,20,0,24
602,20,0,24
603,20,0,24
604,20,0,24
605,20,0,24
606,20,0,24
607,20,0,24
608,20,0,24
609,12,0,24
610,12,0,24
611,12,0,24
612,12,0,24
613,12,0,24
614,10,0,24
615,10,0,24
616,10,0,24
617,10,0,24
618,10,2,24
619,10,2,24
620,10,2,24
621,10,2,24
622,10,2,24
623,10,2,24
624,10,2,24
625,10,2,24
626,10,2,24
627,10,2,24
628,10,2,24
629,10,2,24
630,10,2,24
631,10,2,24
632,10,2,24
633,10,2,24
634,10,2,24
635,10,2,24
636,10,2,24
637,10,2,24
638,10,2,24
639,10,10,24
640,10,10,24
641,10,10,24
642,10,10,24
643,10,10,24
644,10,10,24
645,10,10,24
646,10,10,24
647,10,10,24
648,10,10,24
649,10,10,24
650,10,10,24
651,10,10,24
652,10,10,24
653,10,10,24
654,10,10,24
655,10,10,24
656,10,10,24
657,10,10,24
658,10,10,24
659,10,10,24
660,10,10,24
661,10,10,24
662,10,10,24
663,10,10,24
664,10,10,24
665,10,10,24
666,10,10,24
667,10,10,24
668,10,10,24
669,10,10,24
670,10,10,24
671,10,10,24
672,10,10,24
673,10,10,24
674,10,10,24
675,10,10,24
676,10,10,24
677,10,10,24
678,10,10,24
679,10,10,24
680,10,10,24
681,10,10,24
682,10,10,24
683,10,10,24
684,10,10,24
685,10,10,24
686,10,10,24
687,10,10,24
688,10,10,24
689,10,10,24
690,10,10,24
691,10,10,24
692,10,10,24
693,10,10,24
694,10,9,24
695,10,9,24
696,10,9,24
697,10,9,24
698,10,9,24
699,10,8,24
700,10,8,24
701,10,8,24
702,10,8,24
703,10,8,24
704,10,8,24
705,10,8,24
706,10,8,24
707,10,8,24
708,10,8,24
709,10,8,24
710,10,8,24
711,10,8,24
712,10,8,24
713,10,8,24
714,10,8,24
715,10,8,24
716,10,8,24
717,10,8,24
718,10,8,24
719,10,2,24
720,10,2,24
721,10,2,24
722,10,2,24
723,10,2,24
724,9,0,24
725,9,0,24
726,9,0,24
727,9,0,24
728,9,0,24
729,9,0,24
730,9,0,24
731,9,0,24
732,9,0,24
733,9,1,24
734,3,1,24
735,3,1,24
736,3,1,24
737,3,1,24
738,3,1,24
739,1,1,24
740,1,1,24
741,1,1,24
742,1,1,24
743,1,2,24
744,0,2,24
745,0,2,24
746,0,2,24
747,0,2,24
748,0,2,24
749,0,2,24
750,0,2,24
751,0,2,24
752,0,2,24
753,0,9,24
754,0,9,24
755,0,9,24
756,0,9,24
757,0,9,24
758,0,9,24
759,0,9,24
760,0,9,24
761,0,9,24
762,0,9,24
763,0,9,24
764,0,9,24
765,0,9,24
766,0,9,24
767,0,9,24
768,0,9,24
769,0,9,24
770,0,9,24
771,0,9,24
772,0,9,24
773,0,10,24
774,0,10,24
775,0,10,24
776,0,10,24
777,0,10,24
778,0,10,24
779,0,10,24
780,0,10,24
781,0,10,24
782,0,10,24
783,0,10,24
784,0,10,24
785,0,10,24
786,0,10,24
787,0,10,24
788,0,10,24
789,0,10,24
790,0,10,24
791,0,10,24
792,0,10,24
793,0,10,24
794,0,10,24
795,0,10,24
796,0,10,24
797,0,10,24
798,0,10,24
799,0,10,24
800,0,10,24
801,0,10,24
802,0,10,24
803,0,10,24
804,0,10,24
805,0,10,24
806,0,10,24
807,0,10,24
808,0,10,24
809,0,10,24
810,0,10,24
811,0,10,24
812,0,10,24
813,0,10,24
814,0,10,24
815,0,9,24
816,0,9,24
817,0,9,24
818,0,9,24
819,0,9,24
820,0,8,24
821,0,8,24
822,0,8,24
823,0,8,24
824,0,8,24
825,0,8,24
826,0,8,24
827,0,8,24
828,0,8,24
829,0,8,24
830,0,6,24
831,0,6,24
832,0,6,24
833,0,6,24
834,0,6,24
835,0,1,24
836,0,1,24
837,0,1,24
838,0,1,24
839,0,1,24
840,0,1,24
841,0,1,24
842,0,1,24
843,0,1,24
844,0,1,24
845,0,1,24
846,0,1,24
847,0,1,24
848,0,1,24
849,0,1,24
850,0,0,24
851,0,0,24
852,0,0,24
853,0,0,24
854,0,0,24
855,0,0,24
856,0,0,24
857,0,0,24
858,0,0,24
859,0,1,24
860,0,1,24
861,0,1,24
862,0,1,24
863,0,1,24
864,0,1,24
865,0,1,24
866,0,1,24
867,0,1,24
868,0,1,24
869,0,1,24
870,0,1,24
871,0,1,24
872,0,1,24
873,0,1,24
874,0,1,24
875,0,1,24
876,0,1,24
877,0,1,24
878,0,1,24
879,0,1,24
880,0,1,24
881,0,1,24
882,0,1,24
883,0,1,24
884,0,1,24
885,0,1,24
886,0,1,24
887,0,1,24
888,0,1,24
889,0,1,24
890,0,1,24
891,0,1,24
892,0,1,24
893,0,1,24
894,0,1,24
895,0,1,24
896,0,1,24
897,0,1,24
898,0,1,24
899,0,1,24
900,0,1,24
901,0,1,24
902,0,1,24
903,0,1,24
904,0,1,24
905,0,0,24
906,0,0,24
907,0,0,24
908,0,0,24
909,0,0,24
910,0,0,24
911,0,0,24
912,0,0,24
913,0,0,24
914,0,0,24
915,0,0,24
916,0,0,24
917,0,0,24
918,0,0,24
919,0,0,24
920,0,0,24
921,0,0,24
922,0,0,24
923,0,0,24
924,0,0,24
925,0,0,24
926,0,0,24
927,0,0,24
928,0,0,24
929,0,0,24
930,0,0,24
931,0,0,24
932,0,0,24
933,0,0,24
934,0,0,24
935,0,0,24
936,0,0,24
